case_id,agent,scenario,kind,check_id,expected,predicted,verdict,failure_bucket,reason,human_comments
MANAGEMENT-003,management,missing_pledge,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""Only one governance data point is available: a shareholding statement dated 30 June 2026 showing promoter holding of 62%, with the pledge field blank and no explanation provided. No evidence covers execution, capital allocation, credit quality, or other ownership details. Concentrated promoter control is visible, but the unexplained blank pledge field limits any conclusion on promoter encumbrance.""}",supported,,"Accurately restates M3: statement dated 30 June 2026, promoter holding 62%, pledge blank with no explanation; cautious framing on encumbrance is grounded in the evidence.",
MANAGEMENT-003,management,missing_pledge,LLM claim support,strengths.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""strengths.0"", ""text"": ""Promoter holding of 62% as of 30 June 2026 indicates substantial promoter ownership.""}",supported,,62% promoter holding as of 30 June 2026 matches M3; 'substantial ownership' is a reasonable characterization of a 62% stake.,
MANAGEMENT-003,management,missing_pledge,LLM claim support,risks.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""risks.0"", ""text"": ""The pledge field is blank with no pledge percentage or explanation supplied, leaving promoter pledge status unresolved.""}",supported,,"M3 confirms pledge field is blank with no percentage or explanation, so 'unresolved' is accurate.",
MANAGEMENT-004,management,multiple_dates,deterministic,citations_resolve,true,true,pass,,equal at citations_resolve,
MANAGEMENT-004,management,multiple_dates,deterministic,complete_has_citations,true,true,pass,,equal at complete_has_citations,
MANAGEMENT-004,management,multiple_dates,LLM criterion,C1,"Identify the latest rating, outlook and effective date.","{""agent"": ""Management Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""The only evidence is a rating downgrade from A/Stable (30 June 2025) to A-/Negative (20 August 2026), with no default reported. There is no evidence on execution track record, capital allocation, governance, promoter ownership, share pledges, or detailed credit metrics, so management quality cannot be fully assessed."", ""strengths"": [], ""risks"": [""The company's long-term credit rating was downgraded from A/Stable to A-/Negative between June 2025 and August 2026, indicating deteriorating credit quality.""], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [""M4-OLD"", ""M4-NEW""], ""confidence"": 0.35, ""growth_score"": null}",pass,,"Identifies latest rating A- with Negative outlook effective 20 August 2026, matching M4-NEW.",
MANAGEMENT-004,management,multiple_dates,LLM criterion,C2,Distinguish the downgrade from the prior rating.,"{""agent"": ""Management Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""The only evidence is a rating downgrade from A/Stable (30 June 2025) to A-/Negative (20 August 2026), with no default reported. There is no evidence on execution track record, capital allocation, governance, promoter ownership, share pledges, or detailed credit metrics, so management quality cannot be fully assessed."", ""strengths"": [], ""risks"": [""The company's long-term credit rating was downgraded from A/Stable to A-/Negative between June 2025 and August 2026, indicating deteriorating credit quality.""], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [""M4-OLD"", ""M4-NEW""], ""confidence"": 0.35, ""growth_score"": null}",pass,,"Distinguishes the downgrade to A-/Negative from the prior A/Stable rating dated 30 June 2025, consistent with M4-OLD and M4-NEW.",
MANAGEMENT-004,management,multiple_dates,LLM criterion,C3,Do not equate a downgrade with an established default.,"{""agent"": ""Management Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""The only evidence is a rating downgrade from A/Stable (30 June 2025) to A-/Negative (20 August 2026), with no default reported. There is no evidence on execution track record, capital allocation, governance, promoter ownership, share pledges, or detailed credit metrics, so management quality cannot be fully assessed."", ""strengths"": [], ""risks"": [""The company's long-term credit rating was downgraded from A/Stable to A-/Negative between June 2025 and August 2026, indicating deteriorating credit quality.""], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [""M4-OLD"", ""M4-NEW""], ""confidence"": 0.35, ""growth_score"": null}",pass,,"Explicitly notes no default was reported, avoiding equating the downgrade with default, per M4-NEW.",
MANAGEMENT-004,management,multiple_dates,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""The only evidence is a rating downgrade from A/Stable (30 June 2025) to A-/Negative (20 August 2026), with no default reported. There is no evidence on execution track record, capital allocation, governance, promoter ownership, share pledges, or detailed credit metrics, so management quality cannot be fully assessed.""}",supported,,Downgrade from A/Stable (30 June 2025) to A-/Negative (20 August 2026) with no default reported matches M4-OLD and M4-NEW; absence of other evidence in the supplied set is accurate.,
MANAGEMENT-004,management,multiple_dates,LLM claim support,risks.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""risks.0"", ""text"": ""The company's long-term credit rating was downgraded from A/Stable to A-/Negative between June 2025 and August 2026, indicating deteriorating credit quality.""}",supported,,Downgrade from A/Stable to A-/Negative between June 2025 and August 2026 is directly evidenced; 'deteriorating credit quality' is a grounded inference from a downgrade with negative outlook.,
MANAGEMENT-005,management,missing_evidence,deterministic,citations_resolve,true,true,pass,,equal at citations_resolve,
MANAGEMENT-005,management,missing_evidence,deterministic,complete_has_citations,true,true,pass,,equal at complete_has_citations,
MANAGEMENT-005,management,missing_evidence,deterministic,block.status,"""insufficient_evidence""","""insufficient_evidence""",pass,,equal at block.status,
MANAGEMENT-005,management,missing_evidence,deterministic,block.score,null,null,pass,,equal at block.score,
MANAGEMENT-005,management,missing_evidence,LLM criterion,C1,Explicitly acknowledge insufficient governance evidence.,"{""agent"": ""Management Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""No evidence was supplied regarding execution, capital allocation, governance, ownership, pledges, or credit quality, so management quality cannot be assessed."", ""strengths"": [], ""risks"": [], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [], ""confidence"": 0.0, ""growth_score"": null}",pass,,"The candidate explicitly sets status to insufficient_evidence, score null, confidence 0.0, and its summary states no evidence was supplied and management quality cannot be assessed.",
MANAGEMENT-005,management,missing_evidence,LLM criterion,C2,"Do not invent ownership, pledge, integrity, execution or credit ratings.","{""agent"": ""Management Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""No evidence was supplied regarding execution, capital allocation, governance, ownership, pledges, or credit quality, so management quality cannot be assessed."", ""strengths"": [], ""risks"": [], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [], ""confidence"": 0.0, ""growth_score"": null}",pass,,"No ownership, pledge, integrity, execution, or credit rating values are invented; strengths, risks, metrics, and source lists are all empty and score/growth_score are null.",
MANAGEMENT-005,management,missing_evidence,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""No evidence was supplied regarding execution, capital allocation, governance, ownership, pledges, or credit quality, so management quality cannot be assessed.""}",not_applicable,,The summary is a pure abstention/process statement reflecting the empty evidence set; it contains no substantive factual assertions about the company to support or refute.,
VALUATION-001,valuation,straightforward,deterministic,citations_resolve,true,true,pass,,equal at citations_resolve,
VALUATION-001,valuation,straightforward,deterministic,complete_has_citations,true,true,pass,,equal at complete_has_citations,
VALUATION-001,valuation,straightforward,deterministic,metrics.pe_ttm.value,20,20.0,pass,,numeric at metrics.pe_ttm.value,
VALUATION-001,valuation,straightforward,deterministic,metrics.pe_ttm.unit,"""x""","""x""",pass,,equal at metrics.pe_ttm.unit,
VALUATION-001,valuation,straightforward,deterministic,metrics.pe_ttm.as_of_date,"""2026-08-31""","""2026-08-31""",pass,,equal at metrics.pe_ttm.as_of_date,
VALUATION-001,valuation,straightforward,deterministic,metrics.pe_ttm.period_type,"""TTM""","""TTM""",pass,,equal at metrics.pe_ttm.period_type,
VALUATION-001,valuation,straightforward,deterministic,metrics.pe_ttm.accounting_basis,"""consolidated""","""consolidated""",pass,,equal at metrics.pe_ttm.accounting_basis,
VALUATION-001,valuation,straightforward,deterministic,metrics.peg.value,1.25,1.25,pass,,numeric at metrics.peg.value,
VALUATION-001,valuation,straightforward,deterministic,metrics.peg.unit,"""x""","""x""",pass,,equal at metrics.peg.unit,
VALUATION-001,valuation,straightforward,deterministic,metrics.peg.as_of_date,"""2026-08-31""","""2026-08-31""",pass,,equal at metrics.peg.as_of_date,
VALUATION-001,valuation,straightforward,deterministic,metrics.peg.period_type,"""TTM""","""TTM""",pass,,equal at metrics.peg.period_type,
VALUATION-001,valuation,straightforward,deterministic,metrics.peg.accounting_basis,"""consolidated""","""consolidated""",pass,,equal at metrics.peg.accounting_basis,
VALUATION-001,valuation,straightforward,deterministic,metrics.price_sales.value,0.8,0.8,pass,,numeric at metrics.price_sales.value,
VALUATION-001,valuation,straightforward,deterministic,metrics.price_sales.unit,"""x""","""x""",pass,,equal at metrics.price_sales.unit,
VALUATION-001,valuation,straightforward,deterministic,metrics.price_sales.as_of_date,"""2026-08-31""","""2026-08-31""",pass,,equal at metrics.price_sales.as_of_date,
VALUATION-001,valuation,straightforward,deterministic,metrics.price_sales.period_type,"""TTM""","""TTM""",pass,,equal at metrics.price_sales.period_type,
VALUATION-001,valuation,straightforward,deterministic,metrics.price_sales.accounting_basis,"""consolidated""","""consolidated""",pass,,equal at metrics.price_sales.accounting_basis,
VALUATION-001,valuation,straightforward,deterministic,metrics.gsec_10y_yield.value,6.9,6.9,pass,,numeric at metrics.gsec_10y_yield.value,
VALUATION-001,valuation,straightforward,deterministic,metrics.gsec_10y_yield.unit,"""%""","""%""",pass,,equal at metrics.gsec_10y_yield.unit,
VALUATION-001,valuation,straightforward,deterministic,metrics.gsec_10y_yield.as_of_date,"""2026-08-31""","""2026-08-31""",pass,,equal at metrics.gsec_10y_yield.as_of_date,
VALUATION-001,valuation,straightforward,deterministic,metrics.gsec_10y_yield.period_type,"""point_in_time""","""point_in_time""",pass,,equal at metrics.gsec_10y_yield.period_type,
VALUATION-001,valuation,straightforward,deterministic,metrics.gsec_10y_yield.accounting_basis,"""not_applicable""","""not_applicable""",pass,,equal at metrics.gsec_10y_yield.accounting_basis,
VALUATION-001,valuation,straightforward,deterministic,block.score,77.5,77.5,pass,,numeric at block.score,
VALUATION-001,valuation,straightforward,LLM criterion,C1,"Preserve reported valuation concepts, values, units and dates.","{""agent"": ""Valuation Agent"", ""score"": 77.5, ""status"": ""complete"", ""summary"": ""Deterministic valuation score from cited TTM P/E 20.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth)."", ""strengths"": [""The cited earnings multiple supports a valuation comparison.""], ""risks"": [], ""metrics"": [{""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 20.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}, {""code"": ""peg"", ""label"": ""PEG"", ""value"": 1.25, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}, {""code"": ""price_sales"", ""label"": ""Price/sales"", ""value"": 0.8, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}, {""code"": ""gsec_10y_yield"", ""label"": ""10-year G-sec yield"", ""value"": 6.9, ""unit"": ""%"", ""period"": ""point_in_time ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""point_in_time"", ""accounting_basis"": ""not_applicable"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}], ""requested_facts"": [], ""source_ids"": [""V1""], ""confidence"": 0.87, ""growth_score"": null}",pass,,"All four metrics (TTM P/E 20.0x, PEG 1.25x, P/S 0.80x, 10y yield 6.9%) preserve the exact values, units, basis (consolidated, point-in-time, not-applicable) and the 2026-08-31 date reported in V1.",
VALUATION-001,valuation,straightforward,LLM criterion,C2,"Describe any growth fallback as an assumption, not observed company growth.","{""agent"": ""Valuation Agent"", ""score"": 77.5, ""status"": ""complete"", ""summary"": ""Deterministic valuation score from cited TTM P/E 20.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth)."", ""strengths"": [""The cited earnings multiple supports a valuation comparison.""], ""risks"": [], ""metrics"": [{""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 20.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}, {""code"": ""peg"", ""label"": ""PEG"", ""value"": 1.25, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}, {""code"": ""price_sales"", ""label"": ""Price/sales"", ""value"": 0.8, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}, {""code"": ""gsec_10y_yield"", ""label"": ""10-year G-sec yield"", ""value"": 6.9, ""unit"": ""%"", ""period"": ""point_in_time ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""point_in_time"", ""accounting_basis"": ""not_applicable"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}], ""requested_facts"": [], ""source_ids"": [""V1""], ""confidence"": 0.87, ""growth_score"": null}",pass,,"The summary cites 'growth score 50.00' only as an input to a deterministic scoring formula alongside the cited P/E; it does not present 50 as observed company growth. Per case context 50 is the disclosed scoring fallback, and growth_score is null, so no observed-growth claim is made.",
VALUATION-001,valuation,straightforward,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""Deterministic valuation score from cited TTM P/E 20.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth).""}",supported,,"TTM P/E 20.00x is supported by V1; growth score 50.00 is the disclosed deterministic scoring fallback used as a formula input, not asserted as observed growth.",
VALUATION-001,valuation,straightforward,LLM claim support,strengths.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""strengths.0"", ""text"": ""The cited earnings multiple supports a valuation comparison.""}",supported,,"V1 reports the TTM P/E 20.0x earnings multiple, which can support a valuation comparison; the claim is modest and grounded.",
VALUATION-001,valuation,straightforward,LLM claim support,metric.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""metric.0"", ""metric"": {""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 20.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}}",supported,,"V1 states consolidated TTM P/E 20.0x as of 31 August 2026; value, unit, basis, period and date all match.",
VALUATION-001,valuation,straightforward,LLM claim support,metric.1,All material factual assertions supported by supplied evidence,"{""claim_id"": ""metric.1"", ""metric"": {""code"": ""peg"", ""label"": ""PEG"", ""value"": 1.25, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}}",supported,,V1 states consolidated TTM PEG 1.25x as of 31 August 2026; all attributes match.,
VALUATION-001,valuation,straightforward,LLM claim support,metric.2,All material factual assertions supported by supplied evidence,"{""claim_id"": ""metric.2"", ""metric"": {""code"": ""price_sales"", ""label"": ""Price/sales"", ""value"": 0.8, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}}",supported,,V1 states consolidated TTM price/sales 0.80x as of 31 August 2026; all attributes match.,
VALUATION-001,valuation,straightforward,LLM claim support,metric.3,All material factual assertions supported by supplied evidence,"{""claim_id"": ""metric.3"", ""metric"": {""code"": ""gsec_10y_yield"", ""label"": ""10-year G-sec yield"", ""value"": 6.9, ""unit"": ""%"", ""period"": ""point_in_time ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""point_in_time"", ""accounting_basis"": ""not_applicable"", ""measurement_type"": ""reported"", ""source_ids"": [""V1""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}}",supported,,V1 states the 10-year government-security yield is 6.9% point-in-time on 31 August 2026 with basis not applicable; all attributes match.,
VALUATION-002,valuation,wrong_period,deterministic,citations_resolve,true,true,pass,,equal at citations_resolve,
VALUATION-002,valuation,wrong_period,deterministic,complete_has_citations,true,true,pass,,equal at complete_has_citations,
VALUATION-002,valuation,wrong_period,deterministic,block.status,"""insufficient_evidence""","""insufficient_evidence""",pass,,equal at block.status,
VALUATION-002,valuation,wrong_period,deterministic,block.score,null,null,pass,,equal at block.score,
VALUATION-002,valuation,wrong_period,deterministic,metrics.pe_ttm,null,"""NOT_RETURNED""",pass,,absent at metrics.pe_ttm,
VALUATION-002,valuation,wrong_period,LLM criterion,C1,Do not relabel forward or IPO multiples as current TTM P/E.,"{""agent"": ""Valuation Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""Automated live analysis was unavailable after bounded validation attempts. No score or financial value was substituted."", ""strengths"": [], ""risks"": [""Agent execution detail: No positive cited TTM P/E dated within 120 days was found.""], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [], ""confidence"": 0.0, ""growth_score"": null}",pass,,Candidate provided no metrics and did not relabel the forward FY2027 P/E (15x) or IPO P/E (12x) from V2 as a current TTM P/E; it reported no valuation figures at all.,
VALUATION-002,valuation,wrong_period,LLM criterion,C2,Abstain from a valuation score when current TTM P/E is unsupported.,"{""agent"": ""Valuation Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""Automated live analysis was unavailable after bounded validation attempts. No score or financial value was substituted."", ""strengths"": [], ""risks"": [""Agent execution detail: No positive cited TTM P/E dated within 120 days was found.""], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [], ""confidence"": 0.0, ""growth_score"": null}",pass,,"Score and growth_score are null with status insufficient_evidence, correctly abstaining since V2 supplies no current TTM P/E or TTM EPS.",
VALUATION-002,valuation,wrong_period,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""Automated live analysis was unavailable after bounded validation attempts. No score or financial value was substituted.""}",not_applicable,,Pure process/abstention statement describing execution status and that no score or value was substituted; contains no factual financial assertion to support or refute.,
VALUATION-002,valuation,wrong_period,LLM claim support,risks.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""risks.0"", ""text"": ""Agent execution detail: No positive cited TTM P/E dated within 120 days was found.""}",supported,,"V2 confirms no current TTM P/E or TTM EPS is supplied, only forward FY2027 P/E 15x and 2024 IPO P/E 12x, so the finding of no cited current TTM P/E is consistent with the evidence.",
VALUATION-003,valuation,stale_evidence,deterministic,citations_resolve,true,true,pass,,equal at citations_resolve,
VALUATION-003,valuation,stale_evidence,deterministic,complete_has_citations,true,true,pass,,equal at complete_has_citations,
VALUATION-003,valuation,stale_evidence,deterministic,block.status,"""insufficient_evidence""","""insufficient_evidence""",pass,,equal at block.status,
VALUATION-003,valuation,stale_evidence,deterministic,block.score,null,null,pass,,equal at block.score,
VALUATION-003,valuation,stale_evidence,deterministic,metrics.pe_ttm,null,"""NOT_RETURNED""",pass,,absent at metrics.pe_ttm,
VALUATION-003,valuation,stale_evidence,LLM criterion,C1,Do not present the supplied stale multiple as current.,"{""agent"": ""Valuation Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""Automated live analysis was unavailable after bounded validation attempts. No score or financial value was substituted."", ""strengths"": [], ""risks"": [""Agent execution detail: No positive cited TTM P/E dated within 120 days was found.""], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [], ""confidence"": 0.0, ""growth_score"": null}",pass,,The candidate does not present the stale 2026-01-01 TTM P/E 18x as current; score and metrics are null/empty and the stale observation is not surfaced as current data.,
VALUATION-003,valuation,stale_evidence,LLM criterion,C2,Suppress the valuation score if no P/E is dated within the production 120-day window.,"{""agent"": ""Valuation Agent"", ""score"": null, ""status"": ""insufficient_evidence"", ""summary"": ""Automated live analysis was unavailable after bounded validation attempts. No score or financial value was substituted."", ""strengths"": [], ""risks"": [""Agent execution detail: No positive cited TTM P/E dated within 120 days was found.""], ""metrics"": [], ""requested_facts"": [], ""source_ids"": [], ""confidence"": 0.0, ""growth_score"": null}",pass,,"The only P/E is dated 2026-01-01, over 120 days before the 2026-09-01 cutoff, and the agent correctly suppressed the score (score null, status insufficient_evidence, growth_score null; fallback 50 not used).",
VALUATION-003,valuation,stale_evidence,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""Automated live analysis was unavailable after bounded validation attempts. No score or financial value was substituted.""}",not_applicable,,Process/abstention statement; the candidate indeed supplies no score or financial value.,
VALUATION-003,valuation,stale_evidence,LLM claim support,risks.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""risks.0"", ""text"": ""Agent execution detail: No positive cited TTM P/E dated within 120 days was found.""}",supported,,"The only cited P/E in evidence (V3) is dated 2026-01-01, outside the 120-day window relative to the 2026-09-01 cutoff, so no in-window positive TTM P/E was found.",
VALUATION-004,valuation,source_conflict,deterministic,citations_resolve,true,true,pass,,equal at citations_resolve,
VALUATION-004,valuation,source_conflict,deterministic,complete_has_citations,true,true,pass,,equal at complete_has_citations,
VALUATION-004,valuation,source_conflict,deterministic,metrics.pe_ttm.value,24,24.0,pass,,numeric at metrics.pe_ttm.value,
VALUATION-004,valuation,source_conflict,deterministic,metrics.pe_ttm.unit,"""x""","""x""",pass,,equal at metrics.pe_ttm.unit,
VALUATION-004,valuation,source_conflict,deterministic,metrics.pe_ttm.as_of_date,"""2026-08-31""","""2026-08-31""",pass,,equal at metrics.pe_ttm.as_of_date,
VALUATION-004,valuation,source_conflict,deterministic,metrics.pe_ttm.period_type,"""TTM""","""TTM""",pass,,equal at metrics.pe_ttm.period_type,
VALUATION-004,valuation,source_conflict,deterministic,metrics.pe_ttm.accounting_basis,"""consolidated""","""consolidated""",pass,,equal at metrics.pe_ttm.accounting_basis,
VALUATION-004,valuation,source_conflict,deterministic,block.score,72.1,72.1,pass,,numeric at block.score,
VALUATION-004,valuation,source_conflict,LLM criterion,C1,Use the primary exchange multiple instead of the conflicting blog multiple.,"{""agent"": ""Valuation Agent"", ""score"": 72.1, ""status"": ""complete"", ""summary"": ""Deterministic valuation score from cited TTM P/E 24.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth)."", ""strengths"": [""The cited earnings multiple supports a valuation comparison.""], ""risks"": [], ""metrics"": [{""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 24.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V4-P""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}], ""requested_facts"": [], ""source_ids"": [""V4-P""], ""confidence"": 0.78, ""growth_score"": null}",pass,,"The metric and summary use the primary exchange TTM P/E of 24x from V4-P, not the conflicting 12x blog figure in V4-S.",
VALUATION-004,valuation,source_conflict,LLM criterion,C2,Make the source disagreement visible to the reader.,"{""agent"": ""Valuation Agent"", ""score"": 72.1, ""status"": ""complete"", ""summary"": ""Deterministic valuation score from cited TTM P/E 24.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth)."", ""strengths"": [""The cited earnings multiple supports a valuation comparison.""], ""risks"": [], ""metrics"": [{""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 24.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V4-P""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}], ""requested_facts"": [], ""source_ids"": [""V4-P""], ""confidence"": 0.78, ""growth_score"": null}",fail,Missing conflict disclosure,The output never mentions the conflicting secondary 12x blog multiple; the source disagreement (V4-P vs V4-S) is invisible to the reader.,
VALUATION-004,valuation,source_conflict,LLM claim support,summary,All material factual assertions supported by supplied evidence,"{""claim_id"": ""summary"", ""text"": ""Deterministic valuation score from cited TTM P/E 24.00x and growth score 50.00: clamp(15, 90, 92 - 1.35×P/E + 0.25×growth).""}",supported,,TTM P/E 24x is supported by V4-P; growth 50 is the disclosed fallback scoring assumption; arithmetic 92-1.35*24+0.25*50=72.1 within clamp bounds is transparent and valid.,
VALUATION-004,valuation,source_conflict,LLM claim support,strengths.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""strengths.0"", ""text"": ""The cited earnings multiple supports a valuation comparison.""}",supported,,The cited 24x TTM multiple from V4-P does provide a basis for valuation comparison; a mild but accurate statement.,
VALUATION-004,valuation,source_conflict,LLM claim support,metric.0,All material factual assertions supported by supplied evidence,"{""claim_id"": ""metric.0"", ""metric"": {""code"": ""pe_ttm"", ""label"": ""TTM P/E"", ""value"": 24.0, ""unit"": ""x"", ""period"": ""TTM ending 2026-08-31"", ""as_of_date"": ""2026-08-31"", ""period_type"": ""TTM"", ""accounting_basis"": ""consolidated"", ""measurement_type"": ""reported"", ""source_ids"": [""V4-P""], ""confidence"": 0.85, ""definition"": ""Value explicitly extracted from the cited market/company evidence."", ""formula"": """", ""input_metric_codes"": [], ""flags"": []}}",supported,,"Value 24.0x, TTM ending 2026-08-31, consolidated, matches the primary exchange snapshot in V4-P.",
VALUATION-005,valuation,partial_evidence,deterministic,citations_resolve,true,true,pass,,equal at citations_resolve,
VALUATION-005,valuation,partial_evidence,deterministic,complete_has_citations,true,true,pass,,equal at complete_has_citations,
